case_id,act_name
1,w
1,an
1,t
1,u
1,g
1,b
1,f
1,m
1,e
1,h
1,s
2,g
2,a
2,f
2,m
2,u
2,an
2,d
2,j
2,u
2,t
2,ah
2,g
2,y
2,i
2,af
2,l
2,am
2,v
2,ak
2,ai
2,o
2,r
2,ac
2,ad
2,l
2,am
2,x
2,p
2,d
2,b
2,t
2,j
2,y
2,ah
2,i
2,ae
2,j
2,af
2,l
2,am
2,v
2,ak
2,ai
2,o
2,q
2,ab
2,ak
2,o
2,ai
2,q
2,ab
2,z
2,ai
2,ak
2,z
2,ak
2,o
2,ai
2,ac
2,ad
2,al
2,l
2,am
2,v
2,p
2,d
2,j
2,y
2,b
2,u
2,i
2,g
2,ae
2,j
2,ae
2,j
2,ae
2,j
2,af
2,k
2,y
2,j
2,ae
2,j
2,af
2,k
2,y
2,j
2,af
2,n
2,ag
2,y
2,j
2,af
2,k
2,j
2,y
2,ae
2,j
2,ae
2,j
2,af
2,l
2,am
2,v
2,ak
2,o
2,ai
2,ac
2,ad
2,aj
2,al
2,l
2,am
2,x
2,ak
2,o
2,ai
2,aj
2,l
2,am
2,v
2,ak
2,ai
2,o
2,q
2,z
2,aa
2,q
2,ab
2,o
2,q
2,ab
2,ak
2,ai
2,z
2,o
2,z
2,ai
2,ak
2,o
2,z
2,q
2,ab
2,ak
2,ai
2,aj
2,ac
2,al
2,l
2,am
2,x
2,p
2,h
2,e
2,c
3,w
3,an
3,m
3,f
3,t
3,ah
3,d
3,b
3,u
3,g
3,d
3,ah
3,b
3,i
3,t
3,g
3,j
3,y
3,u
3,af
3,k
3,j
3,af
3,y
3,l
3,am
3,v
3,o
3,ac
3,al
3,ad
3,l
3,am
3,v
3,ak
3,o
3,ai
3,r
3,l
3,am
3,v
3,p
3,d
3,u
3,g
3,b
3,d
3,t
3,j
3,y
3,i
3,af
3,n
3,ag
3,y
3,j
3,ae
3,j
3,ae
3,j
3,af
3,l
3,am
3,x
3,o
3,ai
3,ak
3,aj
3,r
3,l
3,am
3,v
3,ak
3,o
3,ai
3,z
3,ai
3,ak
3,q
3,ab
3,z
3,o
3,ai
3,ak
3,r
3,aj
3,l
3,am
3,v
3,p
3,h
3,e
3,c
4,a
4,w
4,g
4,ah
4,u
4,b
4,f
4,an
4,m
4,d
4,i
4,u
4,g
4,y
4,j
4,ae
4,j
4,af
4,l
4,am
4,x
4,p
4,d
4,j
4,u
4,g
4,y
4,ae
4,i
4,j
4,af
4,l
4,am
4,x
4,p
4,e
4,h
4,s
5,j
5,a
5,y
5,w
5,f
5,af
5,g
5,m
5,u
5,i
5,k
5,j
5,af
5,y
5,l
5,am
5,x
5,ak
5,ai
5,o
5,z
5,ak
5,ai
5,z
5,q
5,ab
5,o
5,z
5,o
5,aj
5,r
5,l
5,am
5,v
5,p
5,e
5,h
5,s
6,g
6,u
6,a
6,t
6,h
6,an
6,m
6,e
6,c
7,ah
7,g
7,y
7,i
7,w
7,a
7,t
7,j
7,an
7,af
7,u
7,b
7,l
7,m
7,f
7,am
7,x
7,p
7,d
7,u
7,j
7,y
7,g
7,ae
7,i
7,j
7,ae
7,j
7,af
7,l
7,am
7,v
7,o
7,ai
7,ak
7,aj
7,ac
7,ad
7,l
7,am
7,x
7,p
7,d
7,b
7,y
7,ah
7,j
7,af
7,i
7,l
7,am
7,x
7,o
7,q
7,aa
7,z
7,q
7,ab
7,o
7,ac
7,ad
7,r
7,al
7,l
7,am
7,v
7,p
7,h
7,e
7,s
8,u
8,w
8,g
8,j
8,t
8,i
8,a
8,y
8,an
8,af
8,m
8,n
8,ag
8,y
8,j
8,af
8,k
8,j
8,af
8,y
8,l
8,am
8,x
8,p
8,d
8,i
8,y
8,j
8,ah
8,t
8,ae
8,j
8,ae
8,j
8,af
8,n
8,ag
8,y
8,j
8,af
8,k
8,j
8,y
8,af
8,n
8,ag
8,y
8,j
8,af
8,k
8,y
8,j
8,ae
8,j
8,af
8,l
8,am
8,x
8,p
8,h
8,e
8,c
9,b
9,i
9,ah
9,t
9,y
9,w
9,f
9,j
9,m
9,ae
9,j
9,af
9,l
9,am
9,v
9,ak
9,o
9,ai
9,r
9,ac
9,ad
9,al
9,l
9,am
9,v
9,o
9,z
9,ak
9,ai
9,o
9,q
9,z
9,aa
9,q
9,aa
9,q
9,ab
9,ai
9,ak
9,o
9,z
9,q
9,aa
9,q
9,ab
9,ak
9,ai
9,o
9,ac
9,al
9,ad
9,r
9,l
9,am
9,x
9,p
9,h
9,e
9,c
10,w
10,i
10,y
10,j
10,a
10,b
10,m
10,t
10,ae
10,j
10,f
10,ae
10,j
10,af
10,k
10,y
10,j
10,af
10,l
10,am
10,x
10,p
10,d
10,i
10,j
10,y
10,u
10,ae
10,g
10,j
10,ae
10,j
10,ae
10,j
10,af
10,k
10,j
10,ae
10,j
