case_id,act_name
1,f
1,ad
1,a
1,n
1,k
1,h
1,p
1,r
1,d
1,o
2,ad
2,a
2,f
2,m
2,a
2,w
2,k
2,h
2,e
2,l
2,ac
2,t
2,q
2,j
2,j
2,x
2,b
2,h
2,c
2,e
2,y
2,z
2,v
2,aa
2,b
2,h
2,e
2,b
2,h
2,d
2,r
2,o
3,f
3,ad
3,a
3,m
3,a
3,m
3,a
3,n
3,b
3,h
3,d
3,r
3,ab
3,o
4,a
4,w
4,f
4,ad
4,k
4,h
4,l
4,g
4,ac
4,t
4,j
4,q
4,x
4,k
4,h
4,g
4,y
4,c
4,z
4,v
4,aa
4,b
4,h
4,c
4,y
4,z
4,v
4,aa
4,i
4,k
4,h
4,d
4,r
4,p
4,o
5,f
5,ad
5,a
5,m
5,a
5,w
5,b
5,h
5,r
5,d
5,o
6,ad
6,f
6,a
6,m
6,a
6,n
6,b
6,h
6,l
6,ac
6,t
6,i
6,aa
6,b
6,h
6,p
6,r
6,d
6,o
7,ad
7,a
7,m
7,f
7,a
7,m
7,a
7,w
7,k
7,h
7,l
7,ac
7,e
7,s
7,l
7,ac
7,s
7,l
7,ac
7,t
7,j
7,q
7,j
7,x
7,k
7,h
7,e
7,l
7,ac
7,t
7,i
7,b
7,h
7,d
7,ab
7,r
7,o
8,a
8,ad
8,f
8,w
8,b
8,h
8,l
8,ac
8,s
8,l
8,ac
8,s
8,l
8,ac
8,t
8,i
8,aa
8,k
8,h
8,p
8,o
9,ad
9,f
9,a
9,w
9,b
9,h
9,e
9,k
9,h
9,l
9,ac
9,t
9,j
9,x
9,q
9,k
9,h
9,p
9,o
10,f
10,ad
10,a
10,w
10,k
10,h
10,l
10,ac
10,t
10,j
10,q
10,x
10,b
10,h
10,c
10,y
10,z
10,u
10,y
10,c
10,z
10,v
10,j
10,q
10,j
10,x
10,b
10,h
10,r
10,d
10,o
11,ad
11,a
11,f
11,n
11,k
11,h
11,d
11,r
11,p
11,o
12,ad
12,f
12,a
12,m
12,a
12,m
12,a
12,n
12,b
12,h
12,g
12,l
12,ac
12,t
12,j
12,q
12,j
12,x
12,k
12,h
12,g
12,y
12,z
12,c
12,v
12,aa
12,i
12,b
12,h
12,d
12,r
12,o
13,a
13,f
13,ad
13,m
13,a
13,m
13,a
13,n
13,k
13,h
13,p
13,o
14,ad
14,a
14,m
14,f
14,a
14,m
14,a
14,m
14,a
14,n
14,b
14,h
14,g
14,c
14,y
14,z
14,v
14,j
14,q
14,j
14,x
14,b
14,h
14,r
14,d
14,o
15,ad
15,f
15,a
15,m
15,a
15,m
15,a
15,m
15,a
15,n
15,k
15,h
15,p
15,r
15,d
15,o
16,f
16,a
16,ad
16,w
16,k
16,h
16,d
16,r
16,o
17,a
17,f
17,ad
17,w
17,b
17,h
17,c
17,y
17,z
17,v
17,aa
17,i
17,k
17,h
17,l
17,ac
17,t
17,i
17,b
17,h
17,c
17,y
17,z
17,u
17,c
17,y
17,z
17,u
17,y
17,c
17,z
17,u
17,y
17,c
17,z
17,v
17,j
17,q
17,j
17,j
17,x
17,b
17,h
17,p
17,o
18,f
18,a
18,ad
18,m
18,a
18,m
18,a
18,m
18,a
18,w
18,k
18,h
18,g
18,l
18,ac
18,t
18,aa
18,b
18,h
18,e
18,k
18,h
18,l
18,e
18,ac
18,s
18,l
18,ac
18,t
18,i
18,b
18,h
18,r
18,d
18,o
19,a
19,m
19,f
19,ad
19,a
19,m
19,a
19,n
19,b
19,h
19,ab
19,r
19,d
19,o
20,a
20,m
20,a
20,f
20,ad
20,m
20,a
20,m
20,a
20,m
20,a
20,m
20,a
20,w
20,k
20,h
20,e
20,k
20,h
20,e
20,l
20,ac
20,s
20,l
20,ac
20,s
20,l
20,ac
20,s
20,l
20,ac
20,t
20,q
20,j
20,j
20,x
20,b
20,h
20,d
20,ab
20,r
20,o
21,f
21,a
21,ad
21,n
21,b
21,h
21,l
21,e
21,ac
21,s
21,l
21,ac
21,t
21,i
21,b
21,h
21,y
21,c
21,z
21,u
21,y
21,c
21,z
21,v
21,q
21,j
21,x
21,b
21,h
21,p
21,o
22,ad
22,a
22,f
22,m
22,a
22,m
22,a
22,m
22,a
22,m
22,a
22,w
22,b
22,h
22,l
22,ac
22,t
22,q
22,j
22,j
22,x
22,k
22,h
22,e
22,y
22,c
22,z
22,u
22,c
22,y
22,z
22,v
22,aa
22,i
22,k
22,h
22,p
22,o
23,a
23,f
23,ad
23,m
23,a
23,m
23,a
23,n
23,b
23,h
23,r
23,ab
23,d
23,o
24,f
24,ad
24,a
24,n
24,b
24,h
24,d
24,ab
24,r
24,o
25,a
25,n
25,ad
25,f
25,k
25,h
25,l
25,ac
25,s
25,l
25,ac
25,s
25,l
25,ac
25,t
25,q
25,j
25,x
25,b
25,h
25,ab
25,o
26,ad
26,f
26,a
26,w
26,b
26,h
26,e
26,l
26,ac
26,s
26,l
26,ac
26,t
26,aa
26,i
26,b
26,h
26,l
26,ac
26,t
26,j
26,q
26,x
26,k
26,h
26,l
26,ac
26,t
26,g
26,i
26,aa
26,k
26,h
26,l
26,ac
26,t
26,i
26,aa
26,b
26,h
26,y
26,c
26,z
26,v
26,j
26,q
26,j
26,j
26,x
26,k
26,h
26,g
26,k
26,h
26,y
26,c
26,z
26,v
26,aa
26,k
26,h
