case_id,act_name
1,a
1,p
2,e
2,u
2,s
2,l
2,e
2,s
2,u
2,m
3,f
3,h
4,e
4,u
4,l
4,e
4,u
4,s
4,l
4,e
4,u
4,s
4,l
4,e
4,s
4,u
4,m
5,f
5,a
5,h
5,p
6,f
6,h
7,e
7,u
7,l
7,e
7,u
7,s
7,m
8,f
8,h
9,a
9,p
10,f
10,h
11,b
11,c
11,i
11,k
11,q
11,k
11,r
12,b
12,d
12,c
12,j
13,a
13,f
13,p
13,h
14,f
14,a
14,p
14,h
15,a
15,f
15,h
15,p
16,b
16,b
16,b
16,c
16,g
16,n
16,g
16,n
16,g
16,n
16,g
16,o
17,e
17,s
17,m
18,a
18,p
19,e
19,u
19,m
20,b
20,b
20,b
20,b
20,b
20,b
20,b
20,b
20,b
20,c
21,f
21,h
22,b
22,d
22,j
23,b
23,g
23,n
23,g
23,o
24,b
24,b
24,b
24,b
24,c
24,d
24,j
25,b
25,g
25,n
25,g
25,o
26,a
26,p
27,e
27,s
27,m
28,a
28,f
28,p
28,h
29,e
29,u
29,m
30,a
30,f
30,h
30,p
31,b
31,b
31,c
31,g
31,n
31,g
31,o
32,b
32,b
32,c
33,a
33,f
33,h
33,p
34,f
34,h
35,e
35,s
35,u
35,m
36,b
36,b
36,c
36,i
36,k
36,q
36,k
36,r
37,b
37,i
37,k
37,r
38,e
38,u
38,s
38,m
39,a
39,p
40,f
40,h
41,b
41,b
41,i
41,c
41,k
41,q
41,k
41,q
41,k
41,q
41,k
41,r
42,f
42,h
43,b
43,b
43,c
43,g
43,t
43,g
43,t
43,g
43,n
43,g
43,t
43,g
43,o
44,e
44,s
44,l
44,e
44,s
44,m
45,a
45,f
45,h
45,p
46,e
46,u
46,l
46,e
46,s
46,u
46,l
46,e
46,u
46,s
46,l
46,e
46,u
46,s
46,m
47,a
47,p
48,b
48,b
48,b
48,c
49,f
49,h
50,e
50,u
50,s
50,m
51,f
51,h
51,a
51,p
52,b
52,b
52,b
52,g
52,n
52,g
52,o
53,e
53,u
53,s
53,l
53,e
53,s
53,m
54,f
54,a
54,p
54,h
55,b
55,b
55,b
55,b
55,b
55,i
55,k
55,r
56,b
56,b
56,i
56,k
56,r
57,f
57,h
58,b
58,b
58,b
58,c
59,b
59,c
59,i
59,k
59,r
60,e
60,u
60,s
60,l
60,e
60,s
60,u
60,l
60,e
60,s
60,l
60,e
60,s
60,m
61,b
61,b
61,i
61,k
61,c
61,q
61,k
61,r
62,b
62,b
62,d
62,c
62,j
63,b
63,b
63,c
64,e
64,u
64,s
64,m
65,b
65,b
65,c
65,d
65,j
66,b
66,c
67,f
67,h
68,f
68,a
68,h
68,p
69,a
69,p
70,f
70,h
71,e
71,u
71,s
71,m
72,b
72,b
72,d
72,j
72,c
73,b
73,c
74,b
74,c
75,e
75,s
75,u
75,m
76,b
76,d
76,c
76,j
77,a
77,f
77,h
77,p
78,e
78,u
78,l
78,e
78,u
78,l
78,e
78,u
78,l
78,e
78,s
78,u
78,m
79,f
79,h
80,e
80,u
80,s
80,m
81,a
81,f
81,p
81,h
82,a
82,f
82,p
82,h
83,f
83,h
84,a
84,p
85,e
85,s
85,m
86,f
86,h
86,a
86,p
87,b
87,c
88,f
88,h
89,b
89,b
89,d
89,c
89,j
90,b
90,c
90,g
90,t
90,g
90,t
90,g
90,o
91,a
91,f
91,p
91,h
92,e
92,s
92,l
92,e
92,u
92,l
92,e
92,s
92,u
92,l
92,e
92,s
92,l
92,e
92,u
92,s
92,l
92,e
92,s
92,u
92,m
93,a
93,p
94,a
94,p
94,f
94,h
95,b
95,b
95,b
95,d
95,c
95,j
96,f
96,h
97,e
97,s
97,l
97,e
97,s
97,u
97,m
98,e
98,s
98,m
99,b
99,b
99,b
99,b
99,d
99,j
100,b
100,d
100,c
100,j
101,e
101,u
101,s
101,m
102,b
102,b
102,b
102,b
102,d
102,c
102,j
103,e
103,u
103,s
103,m
104,a
104,p
104,f
104,h
105,b
105,b
105,c
106,b
106,c
106,g
106,n
106,g
106,n
106,g
106,t
106,g
106,n
106,g
106,o
107,b
107,i
107,c
107,k
107,q
107,k
107,r
108,a
108,p
108,f
108,h
109,a
109,p
110,e
110,s
110,m
111,e
111,s
111,u
111,m
112,a
112,p
112,f
112,h
113,f
113,h
114,e
114,s
114,u
114,m
115,f
115,h
115,a
115,p
116,a
116,f
116,h
116,p
117,e
117,s
117,u
117,l
117,e
117,s
117,l
117,e
117,s
117,m
118,b
118,b
118,b
118,d
118,j
119,e
119,u
119,m
120,b
120,b
120,b
120,b
120,g
120,t
120,g
120,t
120,g
120,n
120,g
120,t
120,g
120,t
120,g
120,o
121,b
121,i
121,c
121,k
121,r
122,a
122,p
123,e
123,s
123,u
123,m
124,e
124,s
124,u
124,m
125,a
125,p
126,b
