case_id,act_name
1,u
1,e
1,a
1,r
1,i
1,w
1,c
1,q
1,h
1,j
1,v
1,d
1,m
1,d
1,n
2,r
2,e
2,a
2,b
2,s
2,c
2,k
2,o
2,f
2,h
2,j
2,v
2,b
2,s
2,c
2,k
2,o
2,q
2,g
2,l
2,f
2,g
2,l
2,f
2,h
2,b
2,d
2,n
3,u
3,e
3,r
3,a
3,i
3,c
3,w
3,q
3,g
3,l
3,q
3,j
3,h
3,v
3,i
3,c
3,p
3,f
3,g
3,l
3,q
3,g
3,l
3,q
3,g
3,l
3,f
3,g
3,l
3,q
3,h
3,c
3,i
3,w
3,q
3,g
3,l
3,q
3,g
3,l
3,f
3,g
3,l
3,f
3,h
3,b
3,s
3,k
3,c
3,o
3,q
3,h
3,j
3,v
3,b
3,c
3,k
3,s
3,o
3,q
3,g
3,l
3,f
3,g
3,l
3,q
3,g
3,l
3,q
3,j
3,h
3,v
3,b
3,c
3,k
3,s
3,o
3,f
3,g
3,l
3,f
3,j
3,h
3,v
3,t
3,d
3,m
3,d
3,m
3,d
3,t
3,m
3,t
3,d
3,n
4,u
4,a
4,r
4,b
4,d
4,m
4,d
4,t
4,m
4,t
4,d
4,m
4,t
4,n
5,r
5,a
5,e
5,u
5,b
5,t
5,m
5,d
5,n
6,a
6,r
6,e
6,u
6,t
6,m
6,t
6,d
6,n
7,a
7,e
7,r
7,i
7,p
7,c
7,q
7,g
7,l
7,q
7,g
7,l
7,f
7,j
7,h
7,v
7,t
7,m
7,t
7,n
8,a
8,r
8,u
8,e
8,d
8,t
8,n
9,e
9,r
9,a
9,b
9,t
9,d
9,n
10,e
10,a
10,u
10,r
10,b
10,t
10,d
10,m
10,d
10,m
10,d
10,m
10,t
10,m
10,d
10,m
10,t
10,d
10,m
10,t
10,n
11,u
11,r
11,e
11,a
11,b
11,d
11,n
12,e
12,u
12,r
12,a
12,i
12,c
12,w
12,q
12,g
12,l
12,f
12,h
12,b
12,c
12,i
12,p
12,q
12,h
12,d
12,m
12,d
12,m
12,d
12,n
13,e
13,a
13,r
13,b
13,d
13,t
13,m
13,t
13,d
13,m
13,t
13,d
13,n
14,a
14,e
14,r
14,u
14,b
14,t
14,n
15,u
15,r
15,e
15,a
15,b
15,t
15,d
15,m
15,t
15,m
15,d
15,m
15,d
15,t
15,m
15,t
15,n
16,r
16,a
16,u
16,d
16,t
16,m
16,d
16,n
17,e
17,a
17,u
17,r
17,s
17,k
17,o
17,c
17,f
17,g
17,l
17,q
17,g
17,l
17,f
17,g
17,l
17,f
17,h
17,b
17,d
17,m
17,d
17,n
18,u
18,a
18,r
18,b
18,d
18,m
18,t
18,d
18,n
19,r
19,u
19,a
19,t
19,d
19,m
19,d
19,t
19,m
19,d
19,t
19,m
19,d
19,t
19,m
19,d
19,t
19,m
19,t
19,d
19,m
19,t
19,d
19,m
19,t
19,m
19,t
19,d
19,m
19,d
19,t
19,m
19,t
19,m
19,d
19,n
20,r
20,e
20,a
20,t
20,n
21,r
21,u
21,a
21,t
21,d
21,n
22,a
22,r
22,u
22,b
22,d
22,t
22,m
22,d
22,m
22,t
22,d
22,m
22,d
22,n
23,a
23,r
23,u
23,b
23,k
23,s
23,o
23,c
23,q
23,j
23,h
23,v
23,t
23,m
23,t
23,m
23,t
23,d
23,m
23,t
23,d
23,n
24,a
24,e
24,r
24,u
24,d
24,t
24,m
24,d
24,t
24,m
24,t
24,n
25,e
25,r
25,a
25,u
25,b
25,t
25,d
25,n
26,r
26,a
26,e
26,u
26,b
26,c
26,k
26,s
26,o
26,q
26,g
26,l
26,q
26,g
26,l
26,q
26,h
26,b
26,d
26,n
27,r
27,u
27,e
27,a
27,b
27,i
27,p
27,c
27,f
27,j
27,v
27,h
27,b
27,s
27,c
27,k
27,o
27,f
27,h
27,j
27,v
27,d
27,t
27,n
28,u
28,a
28,e
28,r
28,b
28,k
28,s
28,c
28,o
28,f
28,j
28,h
28,v
28,t
28,d
28,m
28,d
28,t
28,m
28,d
28,t
28,n
29,u
29,r
29,a
29,k
29,c
29,s
29,o
29,q
29,h
29,j
29,v
29,c
29,i
29,p
29,f
29,g
29,l
29,q
29,j
29,h
29,v
29,b
29,i
29,w
29,c
29,f
29,g
29,l
29,q
29,h
29,j
29,v
29,c
29,s
29,k
29,o
29,f
29,g
29,l
29,f
29,h
29,b
29,t
29,n
30,a
30,r
30,e
30,b
30,c
30,s
30,k
30,o
30,f
30,h
30,d
30,n
31,r
31,u
31,a
31,k
31,s
31,c
31,o
31,f
31,j
31,v
31,h
31,t
31,d
31,m
31,d
31,m
31,t
31,n
32,a
32,r
32,u
32,d
32,t
32,m
32,t
32,d
32,n
33,r
33,a
33,u
33,b
33,c
33,s
33,k
33,o
33,f
33,g
33,l
33,q
33,g
33,l
33,f
33,g
33,l
33,q
33,g
33,l
33,f
33,g
33,l
33,q
33,g
33,l
33,f
33,g
33,l
33,f
33,g
33,l
33,f
33,h
33,j
33,v
33,b
33,t
33,d
33,m
33,d
33,t
33,n
34,r
34,u
34,a
34,b
34,d
34,t
34,n
35,a
35,r
35,u
35,b
35,d
35,m
35,t
35,d
35,n
36,u
36,r
36,e
36,a
36,b
36,k
36,s
36,c
36,o
36,f
36,j
36,h
36,v
36,d
36,n
37,a
37,u
37,r
37,e
37,k
37,s
37,c
37,o
37,q
37,g
37,l
37,q
37,h
37,b
37,t
37,d
37,m
37,t
37,d
37,n
38,u
38,a
38,r
38,b
38,t
38,m
38,t
38,n
39,a
39,u
39,r
39,b
39,d
39,n
40,a
40,e
40,r
40,s
40,k
40,c
40,o
40,q
40,g
40,l
40,f
40,h
40,b
40,c
40,s
40,k
40,o
40,q
40,g
40,l
40,q
40,g
40,l
40,f
40,g
40,l
40,f
40,h
40,j
40,v
40,b
40,s
40,k
40,o
40,c
40,f
40,h
40,b
40,c
40,i
40,p
40,f
40,j
40,v
40,h
40,t
40,n
41,u
41,e
41,r
41,a
41,b
41,t
41,d
41,n
42,r
42,u
42,e
42,a
42,k
42,c
42,s
42,o
